"d";"g";"c";"sc";"p";"ccif";"glosa_ccif"
"08";"3";"3";"01";"04";"08.3.3.01.04";"SERVICIOS DE ALMACENAMIENTO EN LÍNEA"
"08";"3";"3";"01";"05";"08.3.3.01.05";"CENTROS DE ACCESO A INTERNET"
"08";"3";"4";"00";"00";"08.3.4.00.00";"SERVICIOS DE TELECOMUNICACIONES PAQUETIZADOS (S)"
"08";"3";"4";"01";"00";"08.3.4.01.00";"SERVICIOS DE TELECOMUNICACIONES PAQUETIZADOS (S)"
"08";"3";"4";"01";"01";"08.3.4.01.01";"SERVICIOS DE TELECOMUNICACIONES PAQUETIZADOS PARA VIVIENDA PRINCIPAL"
"08";"3";"4";"01";"02";"08.3.4.01.02";"SERVICIOS DE TELECOMUNICACIONES PAQUETIZADOS PARA VIVIENDA SECUNDARIA"
"08";"3";"5";"00";"00";"08.3.5.00.00";"REPARACIÓN Y ARRIENDO DE EQUIPOS DE INFORMACIÓN Y COMUNICACIÓN (S)"
"08";"3";"5";"01";"00";"08.3.5.01.00";"REPARACIÓN Y ARRIENDO DE EQUIPOS DE INFORMACIÓN Y COMUNICACIÓN (S)"
"08";"3";"5";"01";"01";"08.3.5.01.01";"REPARACIÓN DE EQUIPOS DE INFORMACIÓN Y COMUNICACIÓN"
"08";"3";"5";"01";"02";"08.3.5.01.02";"ARRIENDO DE EQUIPOS DE INFORMACIÓN Y COMUNICACIÓN"
"08";"3";"9";"00";"00";"08.3.9.00.00";"OTROS SERVICIOS DE INFORMACIÓN Y COMUNICACIÓN (S)"
"08";"3";"9";"01";"00";"08.3.9.01.00";"LICENCIAS Y TARIFAS DE TELEVISIÓN Y RADIO (S)"
"08";"3";"9";"01";"01";"08.3.9.01.01";"LICENCIAS Y TARIFAS DE TELEVISIÓN Y RADIO"
"08";"3";"9";"02";"00";"08.3.9.02.00";"SUSCRIPCIONES A CONTENIDOS AUDIOVISUALES, SERVICIOS DE STREAMING Y ARRIENDO DE CONTENIDOS AUDIOVISUALES (S)"
"08";"3";"9";"02";"01";"08.3.9.02.01";"SERVICIOS DE TELEVISIÓN POR CONTRATO PARA VIVIENDA PRINCIPAL"
"08";"3";"9";"02";"02";"08.3.9.02.02";"SERVICIOS DE TELEVISIÓN POR CONTRATO PARA VIVIENDA SECUNDARIA"
"08";"3";"9";"02";"03";"08.3.9.02.03";"SERVICIOS DE SUSCRIPCIÓN EN LÍNEA"
"08";"3";"9";"02";"04";"08.3.9.02.04";"ARRIENDO DE CONTENIDO AUDIOVISUAL EN FORMATO FÍSICO"
"08";"3";"9";"09";"00";"08.3.9.09.00";"OTROS SERVICIOS DE INFORMACIÓN Y COMUNICACIÓN (S)"
"08";"3";"9";"09";"01";"08.3.9.09.01";"OTROS SERVICIOS DE INFORMACIÓN Y COMUNICACIÓN"
"08";"4";"0";"00";"00";"08.4.0.00.00";"GASTOS NO DESGLOSADOS EN INFORMACIÓN Y COMUNICACIÓN"
"08";"4";"1";"00";"00";"08.4.1.00.00";"GASTOS NO DESGLOSADOS EN INFORMACIÓN Y COMUNICACIÓN"
"08";"4";"1";"01";"00";"08.4.1.01.00";"GASTOS NO DESGLOSADOS EN INFORMACIÓN Y COMUNICACIÓN"
"08";"4";"1";"01";"01";"08.4.1.01.01";"GASTOS NO DESGLOSADOS EN INFORMACIÓN Y COMUNICACIÓN"
"09";"0";"0";"00";"00";"09.0.0.00.00";"RECREACIÓN, DEPORTES Y CULTURA"
"09";"1";"0";"00";"00";"09.1.0.00.00";"BIENES DURABLES PARA RECREACIÓN"
"09";"1";"1";"00";"00";"09.1.1.00.00";"EQUIPOS FOTOGRÁFICOS, CINEMATOGRÁFICOS E INSTRUMENTOS ÓPTICOS (D)"
"09";"1";"1";"01";"00";"09.1.1.01.00";"CÁMARAS (D)"
"09";"1";"1";"01";"01";"09.1.1.01.01";"CÁMARAS FOTOGRÁFICAS DIGITALES Y ANALÓGICAS"
"09";"1";"1";"01";"02";"09.1.1.01.02";"CÁMARAS DE CINE Y VIDEO"
"09";"1";"1";"01";"03";"09.1.1.01.03";"PROYECTORES DE PELÍCULAS Y DIAPOSITIVAS, AMPLIADORAS Y EQUIPOS DE PROCESAMIENTO FOTOGRÁFICO Y CINEMATOGRÁFICO"
"09";"1";"1";"02";"00";"09.1.1.02.00";"ACCESORIOS E INSUMOS PARA EQUIPOS FOTOGRÁFICOS Y CINEMATOGRÁFICOS (D)"
"09";"1";"1";"02";"01";"09.1.1.02.01";"ACCESORIOS PARA EQUIPOS FOTOGRÁFICOS Y CINEMATOGRÁFICOS"
"09";"1";"1";"02";"02";"09.1.1.02.02";"INSUMOS PARA PRODUCCIÓN DE IMÁGENES FOTOGRÁFICAS Y CINEMATOGRÁFICAS"
"09";"1";"1";"03";"00";"09.1.1.03.00";"INSTRUMENTOS ÓPTICOS (D)"
"09";"1";"1";"03";"01";"09.1.1.03.01";"INSTRUMENTOS ÓPTICOS"
"09";"1";"2";"00";"00";"09.1.2.00.00";"BIENES DURABLES GRANDES PARA RECREACIÓN (D)"
"09";"1";"2";"01";"00";"09.1.2.01.00";"CASAS RODANTES, CARAVANAS Y REMOLQUES (D)"
"09";"1";"2";"01";"01";"09.1.2.01.01";"CASAS RODANTES, CARAVANAS Y REMOLQUES"
"09";"1";"2";"02";"00";"09.1.2.02.00";"AEROPLANOS, AVIONES ULTRALIGEROS, PLANEADORES, ALAS DELTA Y GLOBOS AEROSTÁTICOS (D)"
"09";"1";"2";"02";"01";"09.1.2.02.01";"AEROPLANOS, AVIONES ULTRALIGEROS, PLANEADORES, ALAS DELTA Y GLOBOS AEROSTÁTICOS"
"09";"1";"2";"03";"00";"09.1.2.03.00";"BOTES, YATES, MOTORES FUERA DE BORDA Y OTROS EQUIPOS PARA DEPORTES ACUÁTICOS (D)"
"09";"1";"2";"03";"01";"09.1.2.03.01";"BOTES, YATES, MOTORES FUERA DE BORDA Y OTROS EQUIPOS PARA DEPORTES ACUÁTICOS"
"09";"1";"2";"04";"00";"09.1.2.04.00";"CABALLOS, PONIS, CAMELLOS, DROMEDARIOS Y SU EQUIPAMIENTO (D)"
"09";"1";"2";"04";"01";"09.1.2.04.01";"CABALLOS, PONIS, CAMELLOS, DROMEDARIOS Y SU EQUIPAMIENTO"
"09";"1";"2";"09";"00";"09.1.2.09.00";"OTROS BIENES DURABLES GRANDES PARA RECREACIÓN (D)"
"09";"1";"2";"09";"01";"09.1.2.09.01";"CARROS DE GOLF, MONOCICLOS Y PATINETAS ELÉCTRICAS PARA RECREACIÓN"
"09";"1";"2";"09";"02";"09.1.2.09.02";"MESAS, MÁQUINAS Y EQUIPOS DE JUEGOS PARA RECREACIÓN"
"09";"1";"2";"09";"99";"09.1.2.09.99";"OTROS BIENES DURABLES GRANDES PARA RECREACIÓN N.C.P."
"09";"2";"0";"00";"00";"09.2.0.00.00";"OTROS BIENES PARA RECREACIÓN"
"09";"2";"1";"00";"00";"09.2.1.00.00";"JUEGOS, JUGUETES Y ARTÍCULOS PARA PASATIEMPOS (HOBBIES) (SD)"
"09";"2";"1";"01";"00";"09.2.1.01.00";"VIDEOJUEGOS DE COMPUTADORAS, CONSOLAS DE VIDEOJUEGOS, APLICACIONES Y SOFTWARE DE JUEGOS (SD)"
"09";"2";"1";"01";"01";"09.2.1.01.01";"CONSOLAS DE VIDEOJUEGOS"
"09";"2";"1";"01";"02";"09.2.1.01.02";"VIDEOJUEGOS (FÍSICOS, APLICACIONES Y SOFTWARE)"
"09";"2";"1";"01";"03";"09.2.1.01.03";"ACCESORIOS PARA CONSOLAS Y VIDEOJUEGOS"
"09";"2";"1";"02";"00";"09.2.1.02.00";"OTROS JUEGOS, JUGUETES Y ARTÍCULOS PARA PASATIEMPOS (SD)"
"09";"2";"1";"02";"01";"09.2.1.02.01";"TRICICLOS, BICICLETAS Y RODADOS PARA NIÑOS"
"09";"2";"1";"02";"02";"09.2.1.02.02";"ARTÍCULOS COLECCIONABLES PARA RECREACIÓN"
"09";"2";"1";"02";"99";"09.2.1.02.99";"JUEGOS DE MESA, JUGUETES Y OTROS ARTÍCULOS PARA PASATIEMPOS N.C.P."
"09";"2";"1";"03";"00";"09.2.1.03.00";"ARTÍCULOS DE CELEBRACIÓN (ND)"
"09";"2";"1";"03";"01";"09.2.1.03.01";"ÁRBOLES DE NAVIDAD, DECORACIONES Y ARTÍCULOS PARA FESTIVIDADES"
"09";"2";"2";"00";"00";"09.2.2.00.00";"EQUIPOS PARA DEPORTES, CAMPAMENTOS (CAMPING) Y RECREACIÓN AL AIRE LIBRE (SD)"
"09";"2";"2";"01";"00";"09.2.2.01.00";"EQUIPOS PARA DEPORTES (SD)"
"09";"2";"2";"01";"01";"09.2.2.01.01";"EQUIPOS E IMPLEMENTOS PARA GIMNASIA, EDUCACIÓN FÍSICA Y DEPORTES"
"09";"2";"2";"01";"02";"09.2.2.01.02";"MÁQUINAS DE EJERCICIOS PARA GIMNASIA, EDUCACIÓN FÍSICA Y DEPORTES"
"09";"2";"2";"01";"03";"09.2.2.01.03";"ARMAS DE TODO TIPO Y ARTÍCULOS DE CAZA"
"09";"2";"2";"01";"04";"09.2.2.01.04";"CAÑAS DE PESCAR Y OTROS EQUIPOS DE PESCA"
"09";"2";"2";"02";"00";"09.2.2.02.00";"EQUIPOS PARA CAMPAMENTOS (CAMPING) Y RECREACIÓN AL AIRE LIBRE (SD)"
"09";"2";"2";"02";"01";"09.2.2.02.01";"EQUIPOS PARA CAMPAMENTOS (CAMPING)"
"09";"2";"2";"02";"02";"09.2.2.02.02";"EQUIPOS PARA LA PLAYA Y JUEGOS AL AIRE LIBRE"
"09";"3";"0";"00";"00";"09.3.0.00.00";"PRODUCTOS DE JARDINERÍA Y MASCOTAS"
"09";"3";"1";"00";"00";"09.3.1.00.00";"PRODUCTOS DE JARDINERÍA, PLANTAS Y FLORES (ND)"
"09";"3";"1";"01";"00";"09.3.1.01.00";"PRODUCTOS DE JARDINERÍA (ND)"
"09";"3";"1";"01";"01";"09.3.1.01.01";"TIERRA, FERTILIZANTES Y PESTICIDAS PARA PLANTAS"
"09";"3";"1";"01";"02";"09.3.1.01.02";"PASTO"
"09";"3";"1";"01";"03";"09.3.1.01.03";"MACETEROS Y ORNAMENTOS PARA JARDINES"
"09";"3";"1";"02";"00";"09.3.1.02.00";"PLANTAS, SEMILLAS Y FLORES (ND)"
"09";"3";"1";"02";"01";"09.3.1.02.01";"PLANTAS NATURALES DE INTERIOR Y EXTERIOR"
"09";"3";"1";"02";"02";"09.3.1.02.02";"SEMILLAS, BULBOS Y TUBÉRCULOS"
"09";"3";"1";"02";"03";"09.3.1.02.03";"ÁRBOLES Y ARBUSTOS"
"09";"3";"1";"02";"04";"09.3.1.02.04";"FLORES CORTADAS Y ARREGLOS FLORALES"
"09";"3";"1";"02";"05";"09.3.1.02.05";"PLANTAS, ARBUSTOS, ÁRBOLES Y FLORES ARTIFICIALES"
"09";"3";"2";"00";"00";"09.3.2.00.00";"MASCOTAS Y PRODUCTOS PARA MASCOTAS (ND)"
"09";"3";"2";"01";"00";"09.3.2.01.00";"COMPRA DE MASCOTAS (ND)"
"09";"3";"2";"01";"01";"09.3.2.01.01";"COMPRA DE MASCOTAS"
"09";"3";"2";"02";"00";"09.3.2.02.00";"PRODUCTOS PARA MASCOTAS Y OTROS ANIMALES DOMÉSTICOS (ND)"
"09";"3";"2";"02";"01";"09.3.2.02.01";"ALIMENTOS PARA MASCOTAS Y OTROS ANIMALES DOMÉSTICOS"
"09";"3";"2";"02";"02";"09.3.2.02.02";"ACCESORIOS Y PRODUCTOS DE ASEO PARA MASCOTAS Y OTROS ANIMALES DOMÉSTICOS"
"09";"3";"2";"02";"03";"09.3.2.02.03";"PRODUCTOS VETERINARIOS PARA MASCOTAS Y OTROS ANIMALES DOMÉSTICOS"
"09";"4";"0";"00";"00";"09.4.0.00.00";"SERVICIOS RECREATIVOS"
"09";"4";"1";"00";"00";"09.4.1.00.00";"ARRIENDO Y REPARACIÓN DE EQUIPOS FOTOGRÁFICOS, CINEMATOGRÁFICOS E INSTRUMENTOS ÓPTICOS (S)"
"09";"4";"1";"01";"00";"09.4.1.01.00";"ARRIENDO Y REPARACIÓN DE EQUIPOS FOTOGRÁFICOS, CINEMATOGRÁFICOS E INSTRUMENTOS ÓPTICOS (S)"
"09";"4";"1";"01";"01";"09.4.1.01.01";"ARRIENDO DE EQUIPOS FOTOGRÁFICOS, CINEMATOGRÁFICOS E INSTRUMENTOS ÓPTICOS"
"09";"4";"1";"01";"02";"09.4.1.01.02";"REPARACIÓN DE EQUIPOS FOTOGRÁFICOS, CINEMATOGRÁFICOS E INSTRUMENTOS ÓPTICOS"
"09";"4";"2";"00";"00";"09.4.2.00.00";"ARRIENDO, MANTENIMIENTO Y REPARACIÓN DE BIENES DURABLES GRANDES PARA RECREACIÓN (S)"
"09";"4";"2";"01";"00";"09.4.2.01.00";"ARRIENDO, MANTENIMIENTO Y REPARACIÓN DE CASAS RODANTES Y CARAVANAS (S)"
"09";"4";"2";"01";"01";"09.4.2.01.01";"ARRIENDO, MANTENIMIENTO Y REPARACIÓN DE CASAS RODANTES Y CARAVANAS"
"09";"4";"2";"02";"00";"09.4.2.02.00";"ARRIENDO, MANTENIMIENTO Y REPARACIÓN DE OTROS BIENES DURABLES GRANDES PARA RECREACIÓN (S)"
"09";"4";"2";"02";"01";"09.4.2.02.01";"ARRIENDO DE OTROS BIENES DURABLES GRANDES PARA RECREACIÓN"
"09";"4";"2";"02";"02";"09.4.2.02.02";"MANTENIMIENTO Y REPARACIÓN DE OTROS BIENES DURABLES GRANDES PARA RECREACIÓN"
"09";"4";"3";"00";"00";"09.4.3.00.00";"ARRIENDO Y REPARACIÓN DE JUEGOS, JUGUETES Y ARTÍCULOS PARA PASATIEMPOS (HOBBIES) (S)"
"09";"4";"3";"01";"00";"09.4.3.01.00";"ARRIENDO DE SOFTWARE DE VIDEOJUEGOS Y SUSCRIPCIONES DE VIDEOJUEGOS EN LÍNEA (S)"
"09";"4";"3";"01";"01";"09.4.3.01.01";"ARRIENDO FÍSICO DE SOFTWARE DE VIDEOJUEGOS"
"09";"4";"3";"01";"02";"09.4.3.01.02";"SUSCRIPCIONES DE VIDEOJUEGOS EN LÍNEA"
"09";"4";"3";"02";"00";"09.4.3.02.00";"ARRIENDO Y REPARACIÓN DE JUEGOS, JUGUETES Y ARTÍCULOS PARA PASATIEMPOS (HOBBIES) (S)"
"09";"4";"3";"02";"01";"09.4.3.02.01";"ARRIENDO DE JUEGOS, JUGUETES Y ARTÍCULOS PARA PASATIEMPOS (HOBBIES)"
"09";"4";"3";"02";"02";"09.4.3.02.02";"REPARACIÓN DE JUEGOS, JUGUETES Y ARTÍCULOS PARA PASATIEMPOS (HOBBIES)"
"09";"4";"4";"00";"00";"09.4.4.00.00";"ARRIENDO Y REPARACIÓN DE EQUIPO PARA DEPORTES, CAMPAMENTOS (CAMPING) Y RECREACIÓN AL AIRE LIBRE (S)"
"09";"4";"4";"01";"00";"09.4.4.01.00";"ARRIENDO Y REPARACIÓN DE EQUIPO PARA DEPORTES, CAMPAMENTOS (CAMPING) Y RECREACIÓN AL AIRE LIBRE (S)"
"09";"4";"4";"01";"01";"09.4.4.01.01";"ARRIENDO DE EQUIPO PARA DEPORTES, CAMPAMENTOS (CAMPING) Y RECREACIÓN AL AIRE LIBRE"
"09";"4";"4";"01";"02";"09.4.4.01.02";"REPARACIÓN DE EQUIPO PARA DEPORTES, CAMPAMENTO (CAMPING) Y RECREACIÓN AL AIRE LIBRE"
"09";"4";"5";"00";"00";"09.4.5.00.00";"SERVICIOS DE ATENCIÓN VETERINARIA Y OTROS SERVICIOS PARA MASCOTAS (S)"
"09";"4";"5";"01";"00";"09.4.5.01.00";"SERVICIOS DE ATENCIÓN VETERINARIA Y OTROS SERVICIOS PARA MASCOTAS (S)"
"09";"4";"5";"01";"01";"09.4.5.01.01";"SERVICIOS DE ATENCIÓN VETERINARIA"
"09";"4";"5";"01";"02";"09.4.5.01.02";"SERVICIOS DE PELUQUERÍA Y ESTÉTICA PARA MASCOTAS"
"09";"4";"5";"01";"99";"09.4.5.01.99";"OTROS SERVICIOS PARA MASCOTAS N.C.P."
"09";"4";"6";"00";"00";"09.4.6.00.00";"SERVICIOS RECREATIVOS Y DEPORTIVOS (S)"
"09";"4";"6";"01";"00";"09.4.6.01.00";"SERVICIOS RECREATIVOS Y DE TIEMPO LIBRE (S)"
"09";"4";"6";"01";"01";"09.4.6.01.01";"ENTRADAS A FERIAS, PARQUES DE DIVERSIONES, FIESTAS DE BENEFICENCIA Y EVENTOS SOCIALES"
"09";"4";"6";"01";"02";"09.4.6.01.02";"PAGOS INDIVIDUALES POR JUEGOS, VIDEOJUEGOS, TACA-TACA, CAMAS ELÁSTICAS Y SIMILARES"
"09";"4";"6";"01";"03";"09.4.6.01.03";"CLASES DE COCINA"
"09";"4";"6";"01";"04";"09.4.6.01.04";"OTRAS CLASES Y ACTIVIDADES RECREATIVAS"
"09";"4";"6";"01";"05";"09.4.6.01.05";"PAGOS O CUOTAS POR PARTICIPACIÓN EN ASOCIACIONES RECREATIVAS Y VOLUNTARIADO"
"09";"4";"6";"01";"06";"09.4.6.01.06";"SUSCRIPCIONES EN PRODUCTOS Y SERVICIOS"
"09";"4";"6";"01";"07";"09.4.6.01.07";"SERVICIOS DE GUÍA TURÍSTICO URBANO Y RURAL"
"09";"4";"6";"01";"08";"09.4.6.01.08";"ENTRADAS A DISCOTECAS Y CENTROS NOCTURNOS"
"09";"4";"6";"02";"00";"09.4.6.02.00";"SERVICIOS DE PRÁCTICA DEPORTIVA (S)"
"09";"4";"6";"02";"01";"09.4.6.02.01";"SERVICIOS DE ARRIENDO DIARIO O POR HORAS PRESTADOS POR CENTROS DEPORTIVOS"
"09";"4";"6";"02";"02";"09.4.6.02.02";"SERVICIOS PRESTADOS EN CENTROS DE ESQUÍ"
"09";"4";"6";"02";"03";"09.4.6.02.03";"CLASES DE DIVERSOS DEPORTES"
"09";"4";"6";"02";"04";"09.4.6.02.04";"SERVICIOS PRESTADOS POR GIMNASIOS Y CUOTAS DE CLUBES DEPORTIVOS"
"09";"4";"6";"02";"99";"09.4.6.02.99";"OTROS SERVICIOS DE PRÁCTICA DEPORTIVA N.C.P."
"09";"4";"6";"03";"00";"09.4.6.03.00";"ENTRADAS PARA ASISTIR A EVENTOS DEPORTIVOS (S)"
"09";"4";"6";"03";"01";"09.4.6.03.01";"ENTRADAS PARA ASISTIR A EVENTOS DEPORTIVOS"
"09";"4";"7";"00";"00";"09.4.7.00.00";"JUEGOS DE AZAR (S)"
"09";"4";"7";"01";"00";"09.4.7.01.00";"JUEGOS DE AZAR (S)"
"09";"4";"7";"01";"01";"09.4.7.01.01";"APUESTAS DEPORTIVAS"
"09";"4";"7";"01";"02";"09.4.7.01.02";"CASINOS"
"09";"4";"7";"01";"03";"09.4.7.01.03";"CARTONES DE LOTERÍA Y DE RASPAR"
"09";"4";"7";"01";"99";"09.4.7.01.99";"OTROS JUEGOS DE AZAR N.C.P."
"09";"5";"0";"00";"00";"09.5.0.00.00";"BIENES CULTURALES"
"09";"5";"1";"00";"00";"09.5.1.00.00";"INSTRUMENTOS MUSICALES (D)"
"09";"5";"1";"01";"00";"09.5.1.01.00";"INSTRUMENTOS MUSICALES (D)"
"09";"5";"1";"01";"01";"09.5.1.01.01";"INSTRUMENTOS MUSICALES DE CUERDA"
"09";"5";"1";"01";"02";"09.5.1.01.02";"INSTRUMENTOS MUSICALES DE VIENTO"
"09";"5";"1";"01";"03";"09.5.1.01.03";"INSTRUMENTOS MUSICALES DE PERCUSIÓN"
"09";"5";"1";"01";"04";"09.5.1.01.04";"ACCESORIOS Y REPUESTOS PARA INSTRUMENTOS MUSICALES"
"09";"5";"1";"01";"99";"09.5.1.01.99";"OTROS INSTRUMENTOS MUSICALES N.C.P."
"09";"5";"2";"00";"00";"09.5.2.00.00";"MEDIOS AUDIOVISUALES (SD)"
"09";"5";"2";"01";"00";"09.5.2.01.00";"MEDIOS AUDIOVISUALES (SD)"
"09";"5";"2";"01";"01";"09.5.2.01.01";"MEDIOS AUDIOVISUALES"
"09";"6";"0";"00";"00";"09.6.0.00.00";"SERVICIOS CULTURALES"
"09";"6";"1";"00";"00";"09.6.1.00.00";"SERVICIOS PRESTADOS POR CINES, TEATROS Y SALAS DE CONCIERTO (S)"
"09";"6";"1";"01";"00";"09.6.1.01.00";"SERVICIOS PRESTADOS POR CINES, TEATROS Y SALAS DE CONCIERTO (S)"
"09";"6";"1";"01";"01";"09.6.1.01.01";"ENTRADAS A CINES"
"09";"6";"1";"01";"02";"09.6.1.01.02";"ENTRADAS Y ABONOS A TEATROS, CIRCOS, SALAS DE CONCIERTO Y SIMILARES"
"09";"6";"1";"01";"03";"09.6.1.01.03";"SERVICIOS DE MÚSICOS, PAYASOS Y ARTISTAS INDEPENDIENTES PARA EVENTOS PARTICULARES"
"09";"6";"2";"00";"00";"09.6.2.00.00";"SERVICIOS PRESTADOS POR MUSEOS, BIBLIOTECAS Y SITIOS CULTURALES (S)"
"09";"6";"2";"01";"00";"09.6.2.01.00";"SERVICIOS PRESTADOS POR MUSEOS, BIBLIOTECAS Y SITIOS CULTURALES (S)"
"09";"6";"2";"01";"01";"09.6.2.01.01";"SERVICIOS PRESTADOS POR MUSEOS, BIBLIOTECAS Y SIMILARES"
"09";"6";"2";"01";"02";"09.6.2.01.02";"SERVICIOS PRESTADOS POR PARQUES NACIONALES, ZOOLÓGICOS Y SIMILARES"
"09";"6";"3";"00";"00";"09.6.3.00.00";"SERVICIOS FOTOGRÁFICOS (S)"
"09";"6";"3";"01";"00";"09.6.3.01.00";"SERVICIOS FOTOGRÁFICOS (S)"
"09";"6";"3";"01";"01";"09.6.3.01.01";"REVELADO E IMPRESIÓN DE FOTOGRAFÍAS"
"09";"6";"3";"01";"02";"09.6.3.01.02";"OTROS SERVICIOS FOTOGRÁFICOS Y FILMACIÓN DE VIDEOS"
"09";"6";"9";"00";"00";"09.6.9.00.00";"OTROS SERVICIOS CULTURALES (S)"
"09";"6";"9";"01";"00";"09.6.9.01.00";"OTROS SERVICIOS CULTURALES (S)"
"09";"6";"9";"01";"01";"09.6.9.01.01";"SERVICIOS DE ARRIENDO Y REPARACIÓN DE INSTRUMENTOS MUSICALES"
"09";"6";"9";"01";"02";"09.6.9.01.02";"SERVICIOS DE ENCUADERNACIÓN Y ANILLADO DE LIBROS"
"09";"6";"9";"01";"03";"09.6.9.01.03";"CLASES DE DANZA"
"09";"6";"9";"01";"04";"09.6.9.01.04";"CLASES DE MÚSICA Y CANTO"
"09";"6";"9";"01";"05";"09.6.9.01.05";"CLASES DE FOTOGRAFÍA Y ARTES"
"09";"6";"9";"01";"06";"09.6.9.01.06";"ARRIENDO DE LOCALES PARA ENSAYOS MUSICALES AMATEUR, MATRIMONIOS Y OTRAS CELEBRACIONES"
"09";"7";"0";"00";"00";"09.7.0.00.00";"DIARIOS, LIBROS Y PAPELERÍA"
"09";"7";"1";"00";"00";"09.7.1.00.00";"LIBROS (SD)"
"09";"7";"1";"01";"00";"09.7.1.01.00";"LIBROS EDUCATIVOS Y TEXTOS ESCOLARES (SD)"
"09";"7";"1";"01";"01";"09.7.1.01.01";"LIBROS EDUCATIVOS Y TEXTOS ESCOLARES"
"09";"7";"1";"01";"02";"09.7.1.01.02";"OTROS TEXTOS Y GUÍAS EDUCATIVAS COMPLEMENTARIAS"
"09";"7";"1";"09";"00";"09.7.1.09.00";"OTROS LIBROS (SD)"
"09";"7";"1";"09";"01";"09.7.1.09.01";"LIBROS, EXCEPTO LIBROS EDUCATIVOS Y TEXTOS ESCOLARES"
"09";"7";"1";"09";"02";"09.7.1.09.02";"LIBROS ELECTRÓNICOS (E-BOOK)"
"09";"7";"1";"09";"99";"09.7.1.09.99";"OTROS LIBROS N.C.P."
"09";"7";"2";"00";"00";"09.7.2.00.00";"DIARIOS Y PUBLICACIONES PERIÓDICAS (ND)"
"09";"7";"2";"01";"00";"09.7.2.01.00";"DIARIOS (ND)"
"09";"7";"2";"01";"01";"09.7.2.01.01";"DIARIOS"
"09";"7";"2";"02";"00";"09.7.2.02.00";"REVISTAS Y PUBLICACIONES PERIÓDICAS (ND)"
"09";"7";"2";"02";"01";"09.7.2.02.01";"REVISTAS Y PUBLICACIONES PERIÓDICAS"
"09";"7";"3";"00";"00";"09.7.3.00.00";"IMPRESIONES MISCELÁNEAS (ND)"
"09";"7";"3";"01";"00";"09.7.3.01.00";"IMPRESIONES MISCELÁNEAS (ND)"
"09";"7";"3";"01";"01";"09.7.3.01.01";"POSTALES Y TARJETAS"
"09";"7";"3";"01";"02";"09.7.3.01.02";"PÓSTERES Y LÁMINAS IMPRESAS"
"09";"7";"3";"01";"03";"09.7.3.01.03";"MAPAS Y GLOBOS TERRÁQUEOS"
"09";"7";"4";"00";"00";"09.7.4.00.00";"PAPELERÍA Y MATERIALES DE DIBUJO (ND)"
"09";"7";"4";"01";"00";"09.7.4.01.00";"PAPELERÍA Y MATERIALES DE DIBUJO (ND)"
"09";"7";"4";"01";"01";"09.7.4.01.01";"PAPELES Y CUADERNOS"
"09";"7";"4";"01";"02";"09.7.4.01.02";"LÁPICES Y PLUMONES"
"09";"7";"4";"01";"03";"09.7.4.01.03";"OTROS ARTÍCULOS DE ESCRITORIO, MATERIALES PARA ARTES Y MANUALIDADES"
"09";"8";"0";"00";"00";"09.8.0.00.00";"PAQUETES TURÍSTICOS"
"09";"8";"1";"00";"00";"09.8.1.00.00";"PAQUETES TURÍSTICOS (S)"
"09";"8";"1";"01";"00";"09.8.1.01.00";"PAQUETES TURÍSTICOS (S)"
"09";"8";"1";"01";"01";"09.8.1.01.01";"PAQUETES TURÍSTICOS NACIONALES"
"09";"8";"1";"01";"02";"09.8.1.01.02";"PAQUETES TURÍSTICOS INTERNACIONALES"
"09";"8";"1";"02";"00";"09.8.1.02.00";"VIAJES NACIONALES NO DESGLOSADOS (S)"
"09";"8";"1";"02";"88";"09.8.1.02.88";"VIAJES NACIONALES NO DESGLOSADOS"
"09";"8";"1";"03";"00";"09.8.1.03.00";"VIAJES INTERNACIONALES NO DESGLOSADOS (S)"
"09";"8";"1";"03";"88";"09.8.1.03.88";"VIAJES INTERNACIONALES NO DESGLOSADOS"
"09";"9";"0";"00";"00";"09.9.0.00.00";"GASTOS NO DESGLOSADOS EN RECREACIÓN, DEPORTES Y CULTURA"
"09";"9";"1";"00";"00";"09.9.1.00.00";"GASTOS NO DESGLOSADOS EN RECREACIÓN, DEPORTES Y CULTURA"
"09";"9";"1";"01";"00";"09.9.1.01.00";"GASTOS NO DESGLOSADOS EN RECREACIÓN, DEPORTES Y CULTURA"
"09";"9";"1";"01";"01";"09.9.1.01.01";"GASTOS NO DESGLOSADOS EN RECREACIÓN, DEPORTES Y CULTURA"
"10";"0";"0";"00";"00";"10.0.0.00.00";"SERVICIOS DE EDUCACIÓN"
"10";"1";"0";"00";"00";"10.1.0.00.00";"EDUCACIÓN DE PRIMERA INFANCIA Y PRIMARIA"
"10";"1";"1";"00";"00";"10.1.1.00.00";"EDUCACIÓN DE PRIMERA INFANCIA Y PRIMARIA (S)"
"10";"1";"1";"01";"00";"10.1.1.01.00";"EDUCACIÓN DE PRIMERA INFANCIA (S)"
"10";"1";"1";"01";"01";"10.1.1.01.01";"MATRÍCULAS DE EDUCACIÓN PARA LA PRIMERA INFANCIA"
"10";"1";"1";"01";"02";"10.1.1.01.02";"ARANCELES (MENSUALIZADOS) DE EDUCACIÓN PARA LA PRIMERA INFANCIA"
